    0.225087528820631044E+00    0.825071169827224948E+00    0.213416932090503102E-01    0.855598874725405745E+00    0.698776873150167566E+00    0.207701413973633259E+00    0.303599692291607992E+00    0.205734104833254494E-01    0.886953781642073280E+00    0.734653114268040031E+00   -0.866742270452458996E+00    0.267195284982232417E+01    0.963126482447596910E+00    0.230953111669072120E+00    0.159137573500199592E+01    0.103808634080016304E+01   -0.118672337142241591E+01    0.505998083097085383E+00    0.635439112039106635E+00    0.424147700637988234E+00    0.255412150191918763E+00   -0.878499612217251951E+02
    0.136472597316786015E+00    0.739561634994588379E+00    0.196711661128795325E-01    0.873891587135209313E+00    0.707805817610019816E+00    0.142366430383008613E+00    0.809248127321217314E+00    0.220040402228822256E-01    0.998987199508388768E+00    0.665497505671578837E+00   -0.491842071586638241E+01    0.305464182198773671E+01   -0.877939497707355826E-01    0.728306004246441541E+00    0.268953371455259993E+00    0.118406216658502905E+01   -0.266373492591691363E+01    0.312956723046502794E+00    0.724174217201443371E+00    0.372588566766483609E+00    0.726266398617144593E+00   -0.868344052588213628E+02
    0.108069821210704700E+00    0.758744003827463209E+00    0.228242937688855271E-01    0.103642932795684195E+01    0.757336923314409827E+00    0.888580839851728921E-01    0.101818630266816723E+01    0.246042499879255069E-01    0.901653291498160425E+00    0.759387090409019527E+00   -0.417193742520801436E+00    0.278375119118623804E+01    0.103662108654263441E+01    0.169317328337397544E+01   -0.932954867273354527E-01    0.157920817184626694E+01   -0.263170209929742338E+01    0.229336827562403478E+00    0.868030252653597789E+00    0.197871775203046690E+00    0.125392267309004612E+01   -0.868094491043497669E+02
    0.229774811981600102E+00    0.125576591941905269E+01    0.217727990128882935E-01    0.884752188757166991E+00    0.670630137787778247E+00    0.100024197945195931E+00    0.992651851634091642E+00    0.205359964421106510E-01    0.108051277707628435E+01    0.720789035806745915E+00    0.569806986291546025E+01    0.253102887187817238E+01   -0.207396056922097949E+00    0.662798772088639465E+00    0.759374572292181860E+00    0.128692031896387005E+01   -0.422575598269174457E+00    0.560744131235893728E+00    0.918702887565250093E+00    0.233293045508630920E+00    0.112597951135664198E+01   -0.857198334617219189E+02
    0.138333759784698501E+00    0.114200930595397954E+01    0.238752980828285215E-01    0.923276414871215811E+00    0.817573577165603638E+00    0.542952926158905003E-01    0.928627276420593173E+00    0.195565364360809311E-01    0.100575436711311350E+01    0.772635482549667296E+00    0.510959887504577637E+01    0.225802524387836456E+01    0.124919047200269628E+01   -0.200892648134432250E+00    0.110330533512169682E+01    0.119774019748153426E+01   -0.143306719298313823E+01    0.243636631095203171E+00    0.126750820300368483E+01    0.124791053857626871E+00    0.144004764805654695E+01   -0.856565634424816125E+02
    0.199913608074188232E+00    0.883341717720031672E+00    0.239248394370079019E-01    0.969123028516769458E+00    0.643540966510772749E+00    0.151590670824050894E+00    0.555273938179016047E+00    0.208065458536148065E-01    0.894077490568160993E+00    0.810732474327087393E+00   -0.698754072189331055E+00    0.244212221503257743E+01    0.119741483279794148E+01   -0.851215021380597459E-01    0.180859719719755385E+01    0.432335589182168789E+01   -0.173014022666167167E+01    0.542038649873871403E+00    0.657322109226592399E+00    0.263265992520556213E+00    0.592856497698241558E+00   -0.855261187710486865E+02
    0.229967889219270527E+00    0.122681257388383247E+01    0.244515807087145320E-01    0.106259402654307911E+01    0.744822605631682344E+00    0.102454327151942665E+00    0.847684074169146151E+00    0.252538827874320831E-01    0.956915833589702669E+00    0.798633153082231706E+00    0.990588994738296869E+00    0.271670336788046107E+01    0.605108839965118439E+00   -0.737698379381383385E+00    0.188211127324398841E+01    0.305413003257926219E+01   -0.270042287425073302E+00    0.459772293636697194E+00    0.991431713177017504E+00    0.201237605433122552E+00    0.103522546072514232E+01   -0.852111311124139092E+02
    0.183709333147061615E+00    0.606454059256051004E+00    0.228796571182703808E-01    0.974438299349210557E+00    0.795520868315611418E+00    0.208898402885944051E+00    0.537571707095521711E+00    0.251876677173243912E-01    0.887150902494107441E+00    0.724088747686088108E+00    0.432661029265596753E+01    0.276356929362398152E+01    0.792126760890853043E-01    0.122414235992599196E+01    0.523596091411886455E-01    0.743751915807662090E+00   -0.281106477528211496E+00    0.327458316831036433E+00    0.580690090819613758E+00    0.447698236431546603E+00    0.440180418408873619E+00   -0.851835851113018236E+02
    0.158451166668382604E+00    0.874471260569166464E+00    0.215806636648223048E-01    0.101026006804278379E+01    0.793203203377891741E+00    0.127708285908171904E+00    0.124007168253043898E+01    0.246970089646428165E-01    0.854473578406923395E+00    0.784528867034409494E+00    0.157230313944392552E+01    0.256721073490803864E+01   -0.271002543524217654E+00   -0.197141264628647450E-02    0.784106955243748960E+00    0.184551211113479208E+01   -0.268334102544453890E+00    0.287164973929828260E+00    0.894158542396838674E+00    0.248664542106826036E+00    0.136229666988071818E+01   -0.851306021094552818E+02
    0.229065259549489114E+00    0.110203011698159625E+01    0.210716492465724339E-01    0.906710808987757355E+00    0.685933821542568434E+00    0.130832382255234692E+00    0.569336991186746300E+00    0.235574255568750356E-01    0.101715501886186677E+01    0.783558235655705371E+00    0.238378728239368698E+01    0.266262508371901108E+01    0.260874578886333475E+00   -0.514853688073802829E+00    0.668543354122077549E+00    0.189484229138891580E+01    0.116739204189761692E+00    0.533003759963319390E+00    0.826968965787290178E+00    0.252513287072128223E+00    0.620718849472997047E+00   -0.849996340946376563E+02
