    0.108329404036717147E+00    0.717370022183686507E+00    0.222234581273270948E-01    0.979968012176842485E+00    0.697533433424475158E+00    0.269645912217517048E+00    0.756163824580253330E+00    0.103625623294880054E+01    0.104126208863048175E+01    0.301166910494720996E+01   -0.950863623799385316E+01
    0.107871155155275372E+00    0.743672292826598080E+00    0.204478838623923277E-01    0.958145345271690041E+00    0.687588622865764165E+00    0.272777379115937191E+00    0.779390590829854402E+00    0.103733487250803891E+01    0.104175929940373990E+01    0.306965165649731420E+01   -0.913222748332813339E+01
    0.108068068434811593E+00    0.751136055445870365E+00    0.200239173222936905E-01    0.969758662488063194E+00    0.677430383458448859E+00    0.280524681983807700E+00    0.776241523758508634E+00    0.103559408127462738E+01    0.103985418114679140E+01    0.304923038554387560E+01   -0.889063815646701272E+01
    0.113226433080914651E+00    0.739958780753734002E+00    0.237056733321494816E-01    0.960939483133800620E+00    0.690771896463049040E+00    0.288319570648698453E+00    0.754281934971323120E+00    0.103595777275425371E+01    0.104125028366932870E+01    0.299051317773632253E+01   -0.871938137826578696E+01
    0.126426900377483664E+00    0.893038589259282478E+00    0.253428057646105653E-01    0.981926279588803075E+00    0.659986577097861460E+00    0.349908268451471993E+00    0.826338538773714104E+00    0.103608385617697807E+01    0.104140904907885790E+01    0.306152890918351872E+01   -0.803349835053680472E+01
    0.949492978386891895E-01    0.584079700210165975E+00    0.241758558212211080E-01    0.966912927126366339E+00    0.770150110448113434E+00    0.201927147066993440E+00    0.711693898298181304E+00    0.103556105705122459E+01    0.104170299447822345E+01    0.308726122259817037E+01   -0.765450985451602328E+01
    0.988445400870928692E-01    0.627631848066590337E+00    0.209768375261224146E-01    0.975168166844924578E+00    0.726359592147455380E+00    0.228328111198199596E+00    0.719257513593359765E+00    0.103608684620966551E+01    0.104103441927080831E+01    0.300443380517990644E+01   -0.749765053624224898E+01
    0.105804516247829217E+00    0.696819381648424163E+00    0.204671639921870582E-01    0.957090419727543829E+00    0.692959919128471324E+00    0.264301431579734458E+00    0.741923418972703641E+00    0.103636481931463043E+01    0.104086814884987100E+01    0.299498299291334913E+01   -0.736486951901072917E+01
    0.935238826185558203E-01    0.577574909522896474E+00    0.196780962658818087E-01    0.957848600872141298E+00    0.741667638686656638E+00    0.206966261309197097E+00    0.695164415889376497E+00    0.103645016496918063E+01    0.104114625175758335E+01    0.299838475261901527E+01   -0.731660275361991808E+01
    0.112705460778877165E+00    0.743410579486391221E+00    0.259110020879286355E-01    0.955183308326859937E+00    0.710357305587021148E+00    0.275978058843655338E+00    0.774586188205190207E+00    0.103523403837805095E+01    0.104117833861147457E+01    0.307867584656931337E+01   -0.724383707794138054E+01
    0.113924195352776481E+00    0.807817761091037978E+00    0.204445953447828961E-01    0.980522629478294161E+00    0.664173917643743228E+00    0.306063625169658404E+00    0.799188667999484736E+00    0.103739612576030882E+01    0.104160727450002488E+01    0.304679794203673060E+01   -0.716358195029658695E+01
    0.109551643556248454E+00    0.689483168467329266E+00    0.256824066338622557E-01    0.970183040321150547E+00    0.719068585030136043E+00    0.262790166192312213E+00    0.736214287879972451E+00    0.103487324933475522E+01    0.104086828002001042E+01    0.299595124957699177E+01   -0.712315644333894316E+01
    0.117221487678278946E+00    0.798795623673083433E+00    0.253867845804918654E-01    0.974826617578424925E+00    0.692075126786291239E+00    0.299085562729803800E+00    0.799441042686058312E+00    0.103614322626891298E+01    0.104178592141445847E+01    0.307650778958096360E+01   -0.706909032899708656E+01
    0.112529680253152770E+00    0.788480614267717317E+00    0.191184589535593648E-01    0.958137142220409244E+00    0.659531113851908324E+00    0.304133253794574010E+00    0.782554959420363572E+00    0.103778793634510302E+01    0.104156235179042955E+01    0.301748446979327900E+01   -0.705515967232328123E+01
    0.927717145863520554E-01    0.581296314230582589E+00    0.208245789334386075E-01    0.963351510161066904E+00    0.748672271884789686E+00    0.203815087391330030E+00    0.705021365760603147E+00    0.103467263310294255E+01    0.103981102622228594E+01    0.305244478243754402E+01   -0.702650546048371005E+01
    0.119954709075708238E+00    0.805347210675181557E+00    0.249889714297672379E-01    0.975069392469127272E+00    0.677562209259084725E+00    0.317122226166160648E+00    0.782738156708988719E+00    0.103579378506794084E+01    0.104122961850984641E+01    0.300716665117965398E+01   -0.689725623304748847E+01
    0.801831667676373427E-01    0.453869242792428573E+00    0.211523114397653561E-01    0.962169122473664373E+00    0.816070851835547284E+00    0.153129065440351514E+00    0.635275563256407216E+00    0.103398372472168010E+01    0.103980839377807177E+01    0.305148764803882511E+01   -0.681043695049785747E+01
    0.113853086420922511E+00    0.758217546683571220E+00    0.257169147834028777E-01    0.978167785146717761E+00    0.702904853517913653E+00    0.283791066044314311E+00    0.779025400229668596E+00    0.103483249222387474E+01    0.104068018381011873E+01    0.305979286800279437E+01   -0.671099756147820692E+01
    0.117899607705441029E+00    0.853921238712150199E+00    0.213878173358955231E-01    0.960555209838246715E+00    0.652368407436266007E+00    0.328798506793027578E+00    0.815106036873741502E+00    0.103575823811787382E+01    0.104015461374272200E+01    0.308111332228043100E+01   -0.659207281889774865E+01
    0.942567448183563861E-01    0.597551495529422327E+00    0.205952616705510072E-01    0.977571588544453585E+00    0.742734358318033139E+00    0.209363249291411979E+00    0.715077342408303340E+00    0.103558636278511718E+01    0.104058428049371976E+01    0.304487523262683890E+01   -0.658032132073982723E+01
    0.922459383512319042E-01    0.567160354411914702E+00    0.225567370703381731E-01    0.954434405438282507E+00    0.766163789247195082E+00    0.196670262490580727E+00    0.700246158749940451E+00    0.103476341238930725E+01    0.104051090132619217E+01    0.307971536156823067E+01   -0.655787478740989194E+01
    0.102103209964763686E+00    0.667523426574217815E+00    0.212026501143678901E-01    0.949328374618087611E+00    0.712237961345581039E+00    0.244340963717696341E+00    0.739522342877772854E+00    0.103558821244118149E+01    0.104048463370770095E+01    0.304486618815828125E+01   -0.646696489291128795E+01
    0.886532386057707344E-01    0.552590532960450576E+00    0.198196561175457524E-01    0.964863568301258301E+00    0.767636974176182263E+00    0.185174324621233455E+00    0.703083600896615479E+00    0.103654546282864013E+01    0.104150288774420896E+01    0.308728631699301959E+01   -0.645746703049469062E+01
    0.120352847091119625E+00    0.821929747036019842E+00    0.257627438865957459E-01    0.953266494401078357E+00    0.679136057460554388E+00    0.318194974780201922E+00    0.797534907428210538E+00    0.103456486906966250E+01    0.104019854615312535E+01    0.306776359095204487E+01   -0.643624055317492338E+01
    0.894438845266311566E-01    0.541759298512724086E+00    0.190287919841621127E-01    0.963121244055589742E+00    0.755898687672919123E+00    0.190969709700096468E+00    0.678775344890204302E+00    0.103616303560817058E+01    0.104078312321588085E+01    0.299395719904099167E+01   -0.634606155482202450E+01
    0.939238392617497003E-01    0.600350891481605697E+00    0.212548112941230716E-01    0.970209357198173028E+00    0.749056756734536755E+00    0.206426076105009848E+00    0.723515589476183774E+00    0.103535591323752230E+01    0.104059796123486104E+01    0.308877442878846331E+01   -0.632843432554135976E+01
    0.120156274628140686E+00    0.853958661344148329E+00    0.221850247440729398E-01    0.973121731580690708E+00    0.651129855871223628E+00    0.337253591503684169E+00    0.804855172905182603E+00    0.103567690749623620E+01    0.104025985450829106E+01    0.303669041880531498E+01   -0.627323439834768948E+01
    0.130115795102838216E+00    0.905759050556677270E+00    0.253497620968304235E-01    0.961528850479513753E+00    0.649554062083451123E+00    0.369997904017459744E+00    0.815104815956105067E+00    0.103647907676833806E+01    0.104169222619105950E+01    0.302191402073531679E+01   -0.625219050797229681E+01
    0.955508849364156837E-01    0.567811650654094668E+00    0.256566525970549734E-01    0.962592929320888691E+00    0.779527574949647972E+00    0.200525003643437283E+00    0.694284734870024067E+00    0.103527474178461176E+01    0.104182415266377770E+01    0.305450529987205366E+01   -0.618581452066222948E+01
    0.118364860003492223E+00    0.821247675453766646E+00    0.218242864612994761E-01    0.955863524357409067E+00    0.657757115214030796E+00    0.325517387966337057E+00    0.787859115435689983E+00    0.103673643909319768E+01    0.104126506696815091E+01    0.301480914735872707E+01   -0.614867701204979955E+01
    0.115591972783412822E+00    0.800399919809117844E+00    0.226949201035897830E-01    0.979543728534666092E+00    0.673506120896963045E+00    0.306278250517466877E+00    0.791575499532148230E+00    0.103613046100473416E+01    0.104102991847640358E+01    0.304042739781431415E+01   -0.613557850722491782E+01
    0.123177343156715940E+00    0.860539513162671632E+00    0.257125613716387841E-01    0.970873567277554916E+00    0.674013872718392970E+00    0.329156470960942416E+00    0.820963154298957165E+00    0.103603222207204082E+01    0.104156450808139645E+01    0.308518761994927271E+01   -0.610361198784882841E+01
    0.938378924058496239E-01    0.564273688415157904E+00    0.240976776698529037E-01    0.956809817712049315E+00    0.768194386284436481E+00    0.200940792541479535E+00    0.689249222782301496E+00    0.103372017598634658E+01    0.103987794611422624E+01    0.304777001577148043E+01   -0.602902780265585392E+01
    0.853722999936217947E-01    0.497758746000478536E+00    0.218383229890952470E-01    0.952410250581792628E+00    0.796804257226159995E+00    0.169877562426513307E+00    0.661211687323616903E+00    0.103518170059911951E+01    0.104100075369936107E+01    0.306086296307525085E+01   -0.597686197334034208E+01
    0.122157559596102944E+00    0.865223050273206007E+00    0.231072243535222349E-01    0.955887515589827985E+00    0.650548152462547713E+00    0.344764822410345562E+00    0.806572113050363360E+00    0.103510159588732331E+01    0.103990732711946499E+01    0.304789626377588574E+01   -0.595297509293275606E+01
    0.897155780822828375E-01    0.519445694985098294E+00    0.240648987277979759E-01    0.977436016363834592E+00    0.791983866659961455E+00    0.182426019348933599E+00    0.665862916755638690E+00    0.103484649803322548E+01    0.104118165675368823E+01    0.302168799053106873E+01   -0.594540290288972706E+01
    0.965059617833520511E-01    0.603013540187837149E+00    0.220724192055479738E-01    0.950015943273457841E+00    0.742961659101540217E+00    0.215985940163844869E+00    0.710494330571959987E+00    0.103509416879570137E+01    0.104050397548562090E+01    0.304594571010488036E+01   -0.593389537078873275E+01
