    0.217932533025741587E+00    0.212250304222106945E+00    0.251817423701286291E-01    0.107559244036674517E+01    0.656579324007034337E+00    0.585980383431445984E+00    0.440479791855562353E+00   -0.100000000000000002E+31   -0.690775511231546968E+01    1
    0.176554540872573856E+00    0.153299784660339361E+00    0.223721879124641407E-01    0.109998628497123718E+01    0.737712230682373016E+00    0.316640126214536577E+00    0.386831168747816923E+00   -0.100000000000000002E+31   -0.690875511231548245E+01    1
    0.218049129009246834E+00    0.108979964256286629E+00    0.225532651543617242E-01    0.862835677862167305E+00    0.744423600435256905E+00    0.421160059315615787E+00    0.272996165861454587E+00   -0.100000000000000002E+31   -0.690975511231547301E+01    1
    0.172577850580215464E+00    0.149459433555603038E+00    0.202836116552352896E-01    0.878682796955108647E+00    0.691067521572113042E+00    0.100000000000000000E+01    0.100000000000000000E+01   -0.100000000000000002E+31   -0.691075511231547601E+01    1
    0.205570294618606569E+00    0.124139380455017101E+00    0.246085049510002124E-01    0.863747270107269260E+00    0.657975274324417159E+00    0.367392065896764208E+00    0.600020410469717547E+00   -0.100000000000000002E+31   -0.691175511231546658E+01    1
    0.223666249036788944E+00    0.197148251533508290E+00    0.192892723083496094E-01    0.867428693771362336E+00    0.687707958221435600E+00    0.460120899769308256E+00    0.514942365074703146E+00   -0.100000000000000002E+31   -0.691275511231547579E+01    1
    0.235048589944839487E+00    0.102757239341735848E+00    0.239002878069877606E-01    0.907350895404815727E+00    0.672792826890945439E+00    0.283807688658327117E+00    0.956019964740949635E+00   -0.100000000000000002E+31   -0.691375511231547435E+01    1
    0.218625311851501469E+00    0.191720676422119152E+00    0.200115589499473556E-01    0.847275474071502610E+00    0.709252952337265041E+00    0.592041568212763769E+00    0.874101568957654784E+00   -0.100000000000000002E+31   -0.691475511231548357E+01    1
    0.254778809309005760E+00    0.275743126869201660E+00    0.192294707894325248E-01    0.102232216835021972E+01    0.668580954074859624E+00    0.543633826973518253E+00    0.151719742218553916E+00   -0.100000000000000002E+31   -0.691575511231552209E+01    1
    0.253247534036636357E+00    0.190995693206787109E+00    0.197168976664543159E-01    0.988389838933944720E+00    0.687464274168014478E+00    0.481799924382222911E+00    0.879558312176592971E+00   -0.100000000000000002E+31   -0.691675511231554463E+01    1
    0.233399089336395277E+00    0.103451323509216320E+00    0.217633088231086735E-01    0.104533434391021740E+01    0.746861331462860045E+00    0.456387263688108724E+00    0.481697544863065041E+00   -0.100000000000000002E+31   -0.691775511231549967E+01    1
    0.242989361286163330E+00    0.227438116073608393E+00    0.259575833082199073E-01    0.104939806818962111E+01    0.696733623743057251E+00    0.188223829603864856E+00    0.159230885835324587E+01   -0.100000000000000002E+31   -0.691875511231549378E+01    1
    0.253360141754150392E+00    0.177276515960693382E+00    0.259278859496116613E-01    0.103459496498107928E+01    0.716827757358550977E+00    0.268927366254743838E+00    0.134759914780309931E+01   -0.100000000000000002E+31   -0.691975511231551454E+01    1
    0.175627183914184581E+00    0.105545091629028323E+00    0.208265112638473492E-01    0.102444916009902953E+01    0.811660153865814138E+00    0.192017018487311592E+00    0.305119180943257906E+00   -0.100000000000000002E+31   -0.692075511231548113E+01    1
    0.168952504634857170E+00    0.119556879997253424E+00    0.251730777025222785E-01    0.107150088310241709E+01    0.667623866796493548E+00    0.376994528422122999E+00    0.115107571418760690E+01   -0.100000000000000002E+31   -0.692175511231547080E+01    1
    0.192520639657974252E+00    0.117963933944702157E+00    0.257264156341552724E-01    0.103298024892807017E+01    0.790634220838546731E+00    0.399247264437344374E+00    0.407541241712721547E+00   -0.100000000000000002E+31   -0.692275511231549334E+01    1
    0.222394891977310188E+00    0.120925664901733398E+00    0.206308897137641896E-01    0.919745360612869267E+00    0.647987639904022195E+00    0.230374149676170009E+00    0.127285695476191907E+01   -0.100000000000000002E+31   -0.692375511231548746E+01    1
    0.156884984493255608E+00    0.130752849578857411E+00    0.190045691132545470E-01    0.865289691686630280E+00    0.664218695163726780E+00    0.346061829698669721E+00    0.198345169631776397E+00   -0.100000000000000002E+31   -0.692475511231548957E+01    1
    0.232181841373443609E+00    0.176927614212036122E+00    0.223423290848731998E-01    0.108691556811332712E+01    0.797495515346527073E+00    0.458968257917164002E+00    0.602952479953158704E+00   -0.100000000000000002E+31   -0.692575511231552365E+01    1
    0.194789963006973266E+00    0.191440367698669456E+00    0.208648732900619492E-01    0.963779746294021633E+00    0.663487353324890172E+00    0.100000000000000000E+01    0.100000000000000000E+01   -0.100000000000000002E+31   -0.692675511231553909E+01    1
    0.211710157155990591E+00    0.102437162399292001E+00    0.205959873795509320E-01    0.103050367116928099E+01    0.696529196500778158E+00    0.169497664674863491E+00    0.521697386254161621E+00   -0.100000000000000002E+31   -0.692775511231552343E+01    1
    0.214007787466049204E+00    0.131868505477905268E+00    0.208549143671989436E-01    0.865122135877609222E+00    0.643033127784728986E+00    0.422344463474669418E+00    0.897428599967590723E+00   -0.100000000000000002E+31   -0.692875511231550334E+01    1
