    0.156455066442489632E+00    0.112100431919097909E+01    0.215480957031249989E-01    0.931430162191390965E+00    0.676196485757827759E+00    0.390706497221301186E+00    0.981751228521016261E+00   -0.756356727677198659E+01
    0.160060215711593623E+00    0.805418825149536111E+00    0.235537945628166191E-01    0.915743361711502057E+00    0.681975294351577777E+00    0.396177140961737118E+00    0.700504819316854377E+00   -0.687361529970681673E+01
    0.741508991718292237E-01    0.553977680206298784E+00    0.255952489972114533E-01    0.948465808629989637E+00    0.694064943790435818E+00    0.208397000794204729E+00    0.664432592680269773E+00   -0.665811455432928767E+01
    0.147696554660797119E+00    0.442394495010375977E+00    0.204727072715759281E-01    0.105780341267585754E+01    0.648787571191787760E+00    0.401053091389239946E+00    0.382182364087581050E+00   -0.653675265538439199E+01
    0.160366120576858534E+00    0.646082448959350519E+00    0.243966021537780769E-01    0.104499856591224671E+01    0.640279078483581565E+00    0.452258953268106501E+00    0.525599797613531816E+00   -0.645521191784117310E+01
    0.141560339927673334E+00    0.822357869148254372E+00    0.194373802542686450E-01    0.102409145355224607E+01    0.645458080768585241E+00    0.387987509080610582E+00    0.722651422388630671E+00   -0.620778408861796471E+01
    0.676539530754089319E-01    0.165890145301818837E+00    0.239045890569686871E-01    0.961667895317077637E+00    0.705679455995559701E+00    0.185152076389108994E+00    0.211070599587777519E+00   -0.607806688159656350E+01
    0.123997463464736946E+00    0.627063584327697709E+00    0.192636972069740280E-01    0.109333226442337050E+01    0.737791355848312347E+00    0.264368467574432942E+00    0.667837534932059773E+00   -0.597619299201778542E+01
    0.152665228843688966E+00    0.408566188812255815E+00    0.238061701655387856E-01    0.840104761123657173E+00    0.640555142164230373E+00    0.431661793929260573E+00    0.340349579328660945E+00   -0.586457901578693530E+01
    0.129576184272766126E+00    0.701924896240234353E+00    0.212417494058609012E-01    0.994517450332641606E+00    0.750305309295654310E+00    0.269046810248004475E+00    0.740650114012508354E+00   -0.572123595422763742E+01
    0.148392130136489858E+00    0.121979987621307373E+01    0.232721697092056271E-01    0.108431267261505138E+01    0.664194920063018834E+00    0.390584891920685906E+00    0.106824549404322688E+01   -0.542147964216046052E+01
    0.529850986003875674E-01    0.939376211166381814E+00    0.256005324125289924E-01    0.844486984014511055E+00    0.801524783372879024E+00    0.123325949400129906E+00    0.146494688715978660E+01   -0.540201905678376182E+01
    0.143616376161575326E+00    0.534056663513183594E+00    0.258251290917396528E-01    0.105030138492584246E+01    0.775293369293212908E+00    0.282966818647913176E+00    0.549404201202987497E+00   -0.523195103485550472E+01
    0.579316549301147413E-01    0.861091470718383767E+00    0.259608064293861372E-01    0.880139240026474035E+00    0.780440260171890277E+00    0.138792319167008710E+00    0.126586238375972893E+01   -0.519025994302318061E+01
    0.706420032978057888E-01    0.888939809799194292E+00    0.238056757450103747E-01    0.877268893718719411E+00    0.706696141958236712E+00    0.190404713732821557E+00    0.111542375861568233E+01   -0.499400716968686709E+01
    0.931864306926727393E-01    0.571181297302246094E+00    0.190966781973838789E-01    0.847167288064956669E+00    0.818621280193328804E+00    0.168512713638778538E+00    0.761857990363722370E+00   -0.498907436131734006E+01
    0.133035007953643813E+00    0.710739922523498491E+00    0.251716845631599420E-01    0.105995332479476945E+01    0.796145344972610469E+00    0.250613674258227836E+00    0.777438699513455012E+00   -0.490627371766594145E+01
    0.889707605838775673E-01    0.660352444648742654E+00    0.234503793120384198E-01    0.940879600048065257E+00    0.649697376489639322E+00    0.267859479329509154E+00    0.698462207999436480E+00   -0.489564631635878555E+01
    0.139962382793426515E+00    0.856612467765808017E+00    0.222353807091712936E-01    0.941920857429504377E+00    0.684459642171859728E+00    0.347592556417117671E+00    0.795274284534945308E+00   -0.487657052921989553E+01
    0.138976247549057019E+00    0.953171491622924805E+00    0.231731771230697624E-01    0.865333998203277610E+00    0.722275913953781101E+00    0.312054864522833209E+00    0.933994049606332699E+00   -0.483196575949881968E+01
    0.148785181045532233E+00    0.844903302192687944E+00    0.255965282320976262E-01    0.940308760404586774E+00    0.658454638719558671E+00    0.403692294971334187E+00    0.727701609814547790E+00   -0.483183625483846235E+01
    0.106047141551971438E+00    0.463308715820312522E+00    0.213820513486862179E-01    0.991213864088058560E+00    0.815490487813949505E+00    0.192584308410570060E+00    0.578020425331607579E+00   -0.480912037357637701E+01
    0.129195912837982180E+00    0.117484705448150639E+01    0.247909469604492179E-01    0.886308569908142108E+00    0.799750877618789602E+00    0.241761477826953314E+00    0.130848885299309026E+01   -0.480381128618529463E+01
    0.144343882083892816E+00    0.110948555469512944E+01    0.242209343314170808E-01    0.954125776290893568E+00    0.652211668491363583E+00    0.397782989905270556E+00    0.962640315225904208E+00   -0.475710476528177928E+01
    0.580605804920196478E-01    0.105053195953369150E+01    0.236224702000617966E-01    0.887196637392044019E+00    0.761790367364883370E+00    0.141864039072436332E+00    0.152755326512431289E+01   -0.473374901879473864E+01
    0.140973675727844250E+00    0.147690963745117199E+00    0.252217512130737294E-01    0.899607343673706095E+00    0.756537207365035935E+00    0.291499932991253374E+00    0.149728967483942904E+00   -0.468028055329381054E+01
    0.147820774555206313E+00    0.102887880802154541E+01    0.252845981121063226E-01    0.872618026733398389E+00    0.670807713270187400E+00    0.386124616114780161E+00    0.906464315054986147E+00   -0.467226224000150125E+01
    0.117909521341323847E+00    0.390776491165161111E+00    0.231469924449920657E-01    0.991178762912750311E+00    0.803664499521255404E+00    0.219392750243887186E+00    0.456822520143274069E+00   -0.460843421313505708E+01
    0.132712274551391618E+00    0.123083305358886719E+01    0.219993823170661906E-01    0.106988484978675857E+01    0.713972202539443934E+00    0.304764827709064545E+00    0.122003091867704039E+01   -0.440725654017241908E+01
    0.726311752796173077E-01    0.380359077453613303E+00    0.204476716518402109E-01    0.985400954484939584E+00    0.671028115749359166E+00    0.208144369581611366E+00    0.456456679387840070E+00   -0.432380434526643587E+01
    0.784678566455841026E-01    0.203872013092041005E+00    0.256172655224800108E-01    0.107111046195030224E+01    0.708906078338623069E+00    0.208396598802359195E+00    0.244526560878734561E+00   -0.429267750745028120E+01
    0.122306596755981434E+00    0.111105296611785898E+01    0.225540954470634450E-01    0.103957074642181402E+01    0.770716340541839573E+00    0.244956106499580217E+00    0.122927479641285187E+01   -0.426005736346664499E+01
    0.126154726266860973E+00    0.522759771347045876E+00    0.198313349485397319E-01    0.105365267157554632E+01    0.691015765666961657E+00    0.307077153642551559E+00    0.516239276904444044E+00   -0.424096752951302758E+01
    0.510840454101562438E-01    0.649402308464050226E+00    0.236818298697471612E-01    0.968252782821655278E+00    0.817745420932769695E+00    0.112769787835746163E+00    0.105898474778017992E+01   -0.420363536490987411E+01
    0.102346237421035768E+00    0.901721572875976540E+00    0.197691059708595268E-01    0.852100452184677115E+00    0.791787484884262094E+00    0.195811309475150741E+00    0.111580301814364824E+01   -0.418128327955865586E+01
    0.143803569316864027E+00    0.121128604412078866E+01    0.252186678647994995E-01    0.101818078756332397E+01    0.682046759128570601E+00    0.364726632516579441E+00    0.109775908482651374E+01   -0.418028176947986463E+01
    0.123540053129196165E+00    0.105301260948181152E+00    0.248345961570739723E-01    0.847293512821197470E+00    0.805609219074249205E+00    0.229610721757976616E+00    0.120341147150495209E+00   -0.417841792395343337E+01
    0.103529731035232553E+00    0.120329220294952388E+01    0.202007446885108938E-01    0.109530011534690863E+01    0.794667340517044019E+00    0.196952278026692212E+00    0.148437118851285210E+01   -0.417756412212655270E+01
    0.553459696769714321E-01    0.109674921035766593E+01    0.235789958238601660E-01    0.872740144729614253E+00    0.785735477209091204E+00    0.128881840120260577E+00    0.167310757232848673E+01   -0.417554162155613717E+01
    0.549132671356201141E-01    0.330456399917602561E+00    0.196079787015914914E-01    0.917589621543884237E+00    0.742091162204742361E+00    0.136490790332466250E+00    0.489867843810609660E+00   -0.415452992027431911E+01
    0.105740592241287235E+00    0.362670588493347212E+00    0.247350081801414462E-01    0.852987837791442827E+00    0.645028101205825766E+00    0.315145272241626972E+00    0.353678937239961966E+00   -0.413429472458051084E+01
    0.641311469078063995E-01    0.917167162895202615E+00    0.222709205746650686E-01    0.971510977745056126E+00    0.726114584207534719E+00    0.165097126360910840E+00    0.123577162828475795E+01   -0.412238876356389206E+01
    0.135906583786010754E+00    0.230959463119506825E+00    0.229305952191352844E-01    0.942772552967071520E+00    0.659505259990692094E+00    0.366668228521682460E+00    0.208783859491393969E+00   -0.410535830142945724E+01
    0.997055432796478264E-01    0.119614908695220956E+01    0.202182371616363502E-01    0.103897225975990293E+01    0.804529737234115583E+00    0.186271989457326370E+00    0.151729304715564584E+01   -0.407033373754576200E+01
    0.117374133110046380E+00    0.841835069656372004E+00    0.193133153319358826E-01    0.109488562703132630E+01    0.724992165565490732E+00    0.261278577760292008E+00    0.901858142403141771E+00   -0.406305309994634101E+01
    0.136231992244720462E+00    0.105350069999694829E+01    0.251854065060615542E-01    0.106515787601470957E+01    0.654566197395324734E+00    0.378244654461244167E+00    0.937549505146689333E+00   -0.405948958799373116E+01
    0.132294552326202408E+00    0.191119289398193365E+00    0.257325844168663012E-01    0.982047932147979807E+00    0.787203825712203931E+00    0.256049488727434826E+00    0.206833830116205514E+00   -0.404708299862441656E+01
    0.682046012878417957E-01    0.716037106513977006E+00    0.245644389390945427E-01    0.932464275360107453E+00    0.736648573875427259E+00    0.172142233651223053E+00    0.944858131516916222E+00   -0.402696464662785392E+01
    0.884920957088470433E-01    0.126656508445739752E+00    0.255342379212379449E-01    0.853697021007537860E+00    0.685363450050354039E+00    0.244123569021611642E+00    0.140386711670158093E+00   -0.401165913138392849E+01
    0.106742899417877207E+00    0.557809305191039995E+00    0.200490168333053581E-01    0.105028787136077884E+01    0.777891743183135920E+00    0.210597875367877524E+00    0.665515316599684104E+00   -0.400527307431614243E+01
