    0.217164846658706667E+00    0.379750626087188703E+01    0.242889225482940674E-01    0.113274012804031377E+01    0.739964170455932546E+00    0.440973616634268484E+00    0.183915702198852360E+01   -0.102989841248222511E+02
    0.287068735067244174E+00    0.487438215899331340E+01    0.243273476699307836E-01    0.721092654862957816E+00    0.788953374651382267E+00    0.500276921459900215E+00    0.297366373259549199E+01   -0.936834199989358218E+01
    0.284142642679019897E+00    0.443443271661432181E+01    0.206932688472040854E-01    0.957792613705242379E+00    0.817554854247826923E+00    0.456070860725131477E+00    0.277620384833589329E+01   -0.935703261690087373E+01
    0.321313137819690620E+00    0.386881982114946243E+01    0.210296356051590493E-01    0.783035488818576653E+00    0.786109541383447907E+00    0.553981203728329930E+00    0.196217993648517086E+01   -0.932701203097768072E+01
    0.202820775197029401E+00    0.419419739948819537E+01    0.218773703685748375E-01    0.120727076340239758E+01    0.719174008346266991E+00    0.434441717394957849E+00    0.225327410697806174E+01   -0.914337365430524152E+01
    0.877710854274899588E-01    0.437419406820279200E+01    0.224052276587887941E-01    0.128037825195172505E+01    0.640701849825922598E+00    0.268396148498123543E+00    0.144003296617692045E+01   -0.911052383317003489E+01
    0.493204499496745566E-01    0.249730221656472073E+01    0.245642654182565978E-01    0.116248153094308315E+01    0.649286078181731452E+00    0.175259844771360529E+00    0.337932510287822563E+00   -0.897061770305929329E+01
    0.308351513147354150E+00    0.318438686132431048E+01    0.217514880001544939E-01    0.114633413553237906E+01    0.785804785490035962E+00    0.534589142692986630E+00    0.166790711906578459E+01   -0.833903751368373847E+01
    0.129717167615890500E+00    0.453903348445892352E+01    0.222711959481239306E-01    0.129252994060516357E+01    0.673933012485504190E+00    0.334639249505953640E+00    0.209061499204135304E+01   -0.824985180427001197E+01
    0.131098475768388817E+00    0.355607529205086648E+01    0.251609656387650690E-01    0.738248887741237425E+00    0.740803211719152088E+00    0.284734803252108204E+00    0.102563278910120426E+01   -0.805701437571768508E+01
    0.637424099445342979E-01    0.176576331257820129E+01    0.213063213229179385E-01    0.100074679851531978E+01    0.646128364801406896E+00    0.203718385496284266E+00    0.283878055885763370E+00   -0.800103912383674398E+01
    0.229137680742904970E+00    0.432307216516671033E+01    0.233694087933353153E-01    0.114318396717354398E+01    0.750853717067339166E+00    0.447881275151719827E+00    0.249916138867489313E+01   -0.776666726011961561E+01
    0.349599876772909712E+00    0.417337297184957556E+01    0.207748315086629907E-01    0.952605068887725226E+00    0.811250124020020502E+00    0.562771078001453873E+00    0.261973678751089301E+01   -0.774645852032453863E+01
    0.334094282442146895E+00    0.455751893542111208E+01    0.205680725003413410E-01    0.994597081561175100E+00    0.802154094072821233E+00    0.551187658213206144E+00    0.318477629744162050E+01   -0.769197576742545941E+01
    0.278208037117290807E+00    0.302304718332963951E+01    0.200126876662679483E-01    0.103468486681451943E+01    0.756909837865810786E+00    0.520534502911954688E+00    0.137402032994564149E+01   -0.767280364658824965E+01
    0.984185540676116855E-01    0.194942934513092037E+01    0.257910454273223878E-01    0.113932219743728647E+01    0.671299437284469613E+00    0.275627531214521271E+00    0.432494457677338406E+00   -0.752697081866615925E+01
    0.157800449282794908E+00    0.203117719777995243E+01    0.201938137437421977E-01    0.864049447267918547E+00    0.677187867413209466E+00    0.388139343923759039E+00    0.568550146427679648E+00   -0.752492011414303263E+01
    0.472312732368062246E-01    0.333260210046835104E+01    0.261979448462626059E-01    0.761683306257515902E+00    0.641321418867385806E+00    0.178532552481317247E+00    0.442234053249026926E+00   -0.752105801552078113E+01
    0.213456124089641625E+00    0.354347646561061680E+01    0.203077921124269721E-01    0.801322227640648199E+00    0.767781145515305852E+00    0.396554231555358128E+00    0.141845731577042522E+01   -0.745532198595687845E+01
    0.214985240697860736E+00    0.443159200549125654E+01    0.248088406026363353E-01    0.983394193649292037E+00    0.796740323305130005E+00    0.377750340449038657E+00    0.239031085219642980E+01   -0.743769077243457133E+01
    0.194607456841939752E+00    0.465785112488925446E+01    0.262211609138251027E-01    0.121417394544658919E+01    0.747605566138552557E+00    0.395102976756900648E+00    0.276348469589591472E+01   -0.737966564078997500E+01
    0.214471560983458986E+00    0.265342117616143636E+01    0.219068707889820205E-01    0.876531043939575150E+00    0.726128204988238490E+00    0.448312898565320417E+00    0.917654286799288843E+00   -0.730624211998448647E+01
    0.163262786592807269E+00    0.328810628608290934E+01    0.246376674109386566E-01    0.124150377438947279E+01    0.712617189501779102E+00    0.370011516324861178E+00    0.126435522991459570E+01   -0.710468360516013053E+01
    0.100627674112429566E+00    0.438324799463664494E+01    0.258845794937413998E-01    0.809443052332432522E+00    0.675616578318381400E+00    0.277160921432851981E+00    0.132011569051048450E+01   -0.710294218204629946E+01
    0.873262309490680511E-01    0.450878829055904173E+01    0.254647176890254769E-01    0.983683419577629281E+00    0.663678068104150753E+00    0.256070362905742310E+00    0.135117701080303965E+01   -0.708551409864571902E+01
    0.329025467634201041E+00    0.482326472401618922E+01    0.197523848712444286E-01    0.125028700828552264E+01    0.804742060899734435E+00    0.538561740123406740E+00    0.422332735760237910E+01   -0.704231893467438930E+01
    0.157138414382934577E+00    0.301506208181381208E+01    0.204038022458553313E-01    0.108503264188766479E+01    0.680126039981842068E+00    0.383815785009668398E+00    0.101655241008872599E+01   -0.702065897342064815E+01
    0.233680525606140693E+00    0.470017167634571642E+01    0.249484794971556907E-01    0.874638465701765289E+00    0.807794531254190096E+00    0.396346850776527648E+00    0.270608918089252048E+01   -0.701079708298044579E+01
    0.304760309457778933E+00    0.271430607438087446E+01    0.189730480313301079E-01    0.109824895858764648E+01    0.810323587656021083E+00    0.493026757081620526E+00    0.131450490265190445E+01   -0.697715746156278804E+01
    0.270511511564254792E+00    0.301418049335479754E+01    0.227693840861320496E-01    0.886832273006439187E+00    0.771939417123794547E+00    0.492172493958482782E+00    0.124506455322824983E+01   -0.697706607526111178E+01
    0.213949149327568644E+00    0.387787804491309096E+01    0.254924792855520839E-01    0.786592211636313987E+00    0.801186801777976187E+00    0.373019971859705979E+00    0.163582470152909032E+01   -0.696909995487693479E+01
    0.226876926422119152E+00    0.469307680726051313E+01    0.208773694932460792E-01    0.849283206462860152E+00    0.774217878580093388E+00    0.413327976200485003E+00    0.265045580323193608E+01   -0.688917494573460587E+01
    0.141258845329284677E+00    0.337152653336524954E+01    0.232179477810859659E-01    0.102980985641479483E+01    0.733340369462966879E+00    0.305839407527895124E+00    0.111698583072419111E+01   -0.687682879930286717E+01
    0.332690576735965970E+00    0.443559898746816739E+01    0.199314547766113147E-01    0.112610315274678197E+01    0.819270099087990755E+00    0.525357859431564655E+00    0.327358402290762873E+01   -0.687463634253146427E+01
    0.363074494600296005E+00    0.345324478745460528E+01    0.191148336231708529E-01    0.126013389825820932E+01    0.818674913644790614E+00    0.570237259507851424E+00    0.225237085052066544E+01   -0.685659688918452304E+01
    0.219766639803416763E+00    0.214501008993024422E+01    0.233285071714321446E-01    0.107646292190412018E+01    0.736881780995992774E+00    0.447693357756794363E+00    0.790147626412350368E+00   -0.685050654453188468E+01
    0.103586092948877759E+00    0.452459807938818948E+01    0.249376066524828605E-01    0.882769193214089420E+00    0.673999847852530531E+00    0.282919981743980087E+00    0.149098138493640220E+01   -0.679740083596882982E+01
    0.939383113384246737E-01    0.241478059291839564E+01    0.251177868247032150E-01    0.830077409744262695E+00    0.665851945877075191E+00    0.268532156009505252E+00    0.476510023293282237E+00   -0.679323848578896516E+01
    0.130338218374967674E+00    0.379515259976418129E+01    0.246275446458576568E-01    0.109610806044509834E+01    0.690527602364591098E+00    0.324992749785025903E+00    0.131400227216698595E+01   -0.678780678773553880E+01
    0.324570517539978010E+00    0.405958429574966395E+01    0.214622367918491375E-01    0.115392639636993399E+01    0.806548496484756461E+00    0.531932147364016727E+00    0.268928551249719971E+01   -0.678470740874496858E+01
    0.164582542884217115E+00    0.374585179052450989E+01    0.253834026719248276E-01    0.931011223152612089E+00    0.763782886660377636E+00    0.325638621050232890E+00    0.140527087553004804E+01   -0.674127442373476793E+01
    0.153021302097597844E+00    0.499963251328243974E+01    0.249810313261187023E-01    0.900049577810854817E+00    0.748123685203010313E+00    0.318037906843337326E+00    0.248036963072793615E+01   -0.673484824632565271E+01
    0.136032101755747509E+00    0.420725711189917018E+01    0.232841284447282970E-01    0.867072640801638039E+00    0.687608957188182157E+00    0.336958930123902378E+00    0.152602540500543693E+01   -0.670550946576981488E+01
    0.270930889242281092E+00    0.428481298739161431E+01    0.199659844883477780E-01    0.122712125273298445E+01    0.762255376280812635E+00    0.500654427935031343E+00    0.284631311127690312E+01   -0.669083588229121062E+01
    0.966892620939375919E-01    0.301377663963452136E+01    0.244633321440810396E-01    0.114378534211198590E+01    0.702161705013552906E+00    0.245730145765882535E+00    0.745294044070376138E+00   -0.664237758231660447E+01
