    0.204069755383931462E+00    0.768749988791608607E+00    0.233923438465873483E-01    0.886366175560442171E+00    0.714291604809195513E+00    0.233358084836687851E-02    0.245079547013644072E+01   -0.940968700070042963E+00    0.438075203048695350E-01    0.262337918531037184E+01    0.193292739991435969E+01   -0.120780386903813985E+01    0.447080846918547159E+00    0.629909575656324439E+00   -0.857131697351336896E+02
    0.142518626335283366E+00    0.727603813655278486E+00    0.236393586810561100E-01    0.103537637892153778E+01    0.726303285714431812E+00    0.201660444078381040E+01    0.285180318551957424E+01    0.293281088238996179E+00   -0.313636168053089637E+00    0.142138889876561669E+01    0.935065134135736109E+00   -0.639981552860296676E+00    0.316202683081018954E+00    0.708842082194322654E+00   -0.856612141799001279E+02
    0.121325264456296933E+00    0.733292515410476131E+00    0.246501762708015437E-01    0.898656844959333734E+00    0.729649083339712679E+00   -0.869946629305984764E+00    0.284863156390884686E+01    0.116398093177544193E+01   -0.253173033656587332E+00    0.171067684781709195E+00    0.228556906295727558E+01   -0.178146753737642594E+01    0.275399963731385089E+00    0.765453041128172584E+00   -0.854022033768715971E+02
    0.122213159146248834E+00    0.757382879290181776E+00    0.214154539186904892E-01    0.988673489206385758E+00    0.719159889697628008E+00    0.189968792390287700E+01    0.242610392809241970E+01   -0.420751115222101568E+00    0.415165545266876768E-02    0.625688077676021415E+00   -0.536977302274185497E+00   -0.455308165074085003E+00    0.278954513451407871E+00    0.785576001003408964E+00   -0.852952025534022482E+02
    0.187339423608911648E+00    0.700179380914181415E+00    0.237390773851305359E-01    0.990079320173452126E+00    0.733777840431218631E+00    0.166671598648406594E+01    0.253203560442062914E+01   -0.657613462817156491E+00   -0.273701957314659350E+00    0.305457658953733446E+01    0.224037551791317835E+01   -0.218343057696030129E+00    0.393222273472058903E+00    0.611823752806642474E+00   -0.846785373655186362E+02
    0.857386817689704539E-01    0.787941561177427752E+00    0.243957491006402544E-01    0.100023810731441554E+01    0.721163878377780398E+00   -0.153412913406079099E+00    0.311428783092017003E+01    0.398330926833638799E+00   -0.457858279229002962E+00    0.443275853982644019E+00    0.200280029279811700E+00   -0.294087030754473133E+01    0.213004025293586335E+00    0.935314294714167160E+00   -0.846492619891219107E+02
    0.180809121698585651E+00    0.702134083087747940E+00    0.196086885903078781E-01    0.999417358169105263E+00    0.689875376390406858E+00    0.155297787618144500E+01    0.252902423246793528E+01    0.298231197590755559E+00    0.604634949914191644E+00    0.650049638062818680E+00    0.247228523643612697E+01   -0.938194585123735214E+00    0.422462917556523099E+00    0.591909958880504905E+00   -0.845221740180114125E+02
    0.145069784084086689E+00    0.719272958003342344E+00    0.198094367710638201E-01    0.915119049058592315E+00    0.753148835739192113E+00    0.574458156845233603E+00    0.209068167329059573E+01   -0.443995671422829363E+00    0.392898007086122658E+00   -0.223557765119273499E+00    0.236494633087365269E+01   -0.820272479894043061E+00    0.291808317760176461E+00    0.729408601346085983E+00   -0.840454390360099239E+02
    0.682664752217345683E-01    0.743956173041948499E+00    0.241545991868438864E-01    0.924061944405852431E+00    0.696110994168764430E+00   -0.950008679700720116E+00    0.223155741083611359E+01    0.122442075830273861E+00    0.493808293341218507E+00    0.133666758003077746E+01    0.143026662949626404E+01   -0.136997889600758360E+01    0.192057104589927086E+00    0.929870334751519034E+00   -0.839366925215005892E+02
    0.125937496923237829E+00    0.748053481460415393E+00    0.228386665798661348E-01    0.878659397415912369E+00    0.664837712230223699E+00   -0.452510498676756967E+00    0.312910902256793388E+01   -0.506460371196352788E+00    0.111804326361512218E+00    0.316901757386933713E+01    0.192114676904767823E+01   -0.580701155662784019E+00    0.338047952279828978E+00    0.704773575803701258E+00   -0.837745380433362072E+02
    0.137082200288670991E+00    0.745150011287758596E+00    0.207713467287682155E-01    0.109356721162671588E+01    0.783701619840490915E+00    0.159910663289693478E+01    0.250296984146366563E+01    0.864158989465861060E-01    0.495873727584498269E+00    0.160454897830175836E+01    0.663171808454228184E+00   -0.770118264379264783E-01    0.258060437260040298E+00    0.803660479939148686E+00   -0.837324315080379336E+02
    0.159094534694904505E+00    0.817558111558513989E+00    0.244612510111802336E-01    0.976571349445565562E+00    0.812401579113236627E+00    0.712822176427302168E+00    0.279948683979418877E+01    0.718054576064466432E+00   -0.122993163500456704E+01    0.161135681106822393E+01    0.186398040545942156E+01   -0.232403862061234090E+01    0.279092344038302353E+00    0.847950962600219071E+00   -0.837186360725780503E+02
    0.123414493911804840E+00    0.815591162239558853E+00    0.202146080551997703E-01    0.933981296734049060E+00    0.756004666433826689E+00    0.108576117069273081E+01    0.298185099911561124E+01   -0.238333388335215623E+01   -0.114663348527103637E+00    0.670859460010451047E+00    0.897507470422000186E+00   -0.669493895283483464E+00    0.252427593054896982E+00    0.889302955946296714E+00   -0.837049993178423790E+02
    0.106661711035429374E+00    0.808586089491677984E+00    0.227058687439473765E-01    0.853397664390860733E+00    0.811298094482878374E+00   -0.380126258847344189E-01    0.268721393138792575E+01    0.280474451966124527E+00   -0.132765688146945204E+01    0.125487806699877247E+01    0.137604028453721505E+01   -0.102091763901820709E+01    0.197524775814901188E+00    0.996668650791583732E+00   -0.836782591069153483E+02
    0.174126748689736321E+00    0.697884783876517534E+00    0.218290109912394892E-01    0.937954028355740266E+00    0.780245620923350369E+00   -0.298078221910762053E+00    0.237213825500579700E+01    0.241892501695961139E-01   -0.140976083178012823E+01    0.233745127258344754E+01    0.164851471787035830E+01   -0.178755288974588522E+01    0.322939079508688831E+00    0.672868289932737063E+00   -0.836622520239562562E+02
    0.168394231925123872E+00    0.799205366794662808E+00    0.229874529550750453E-01    0.866349921557091340E+00    0.719193280953748681E+00    0.974194122128155371E+00    0.201385749162336092E+01   -0.458636564680708958E+00    0.530320759948609943E+00    0.160353143814002408E+01    0.246236566612947572E+00   -0.161918988231909178E+01    0.371251645617279136E+00    0.718636185222742307E+00   -0.836055744482925007E+02
